2	1	1	3	10		Y49514_TRS_V1_G2_U1_W1_D3_L10.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week1/day3/lesson10.html
1	1	3	4	3		Y49509_TRS_V1_G1_U1_W3_D4_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week3/day4/lesson3.html
K	1	3	4	3		Y49455_TRS_V1_GK_U1_W3_D4_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week3/day4/lesson3.html
K	1	2	4	3		Y40008_TRS_V1_GK_U1_W2_D4_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week2/day4/lesson3.html
2	1	3	3	9		Y40018_TRS_V1_G2_U1_W3_D3_L9.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week3/day3/lesson9.html
1	1	2	1	4		Y40013_TRS_V1_G1_U1_W2_D1_L4.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week2/day1/lesson4.html
K	1	2	2	3		Y49455_TRS_V1_GK_U1_W2_D2_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week2/day2/lesson3.html
1	1	3	5	3		Y40013_TRS_V1_G1_U1_W3_D5_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week3/day5/lesson3.html
2	1	1	1	4		Y40018_TRS_V1_G2_U1_W1_D1_L4.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week1/day1/lesson4.html
K	1	1	5	4		Y49455_TRS_V1_GK_U1_W1_D5_L4.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week1/day5/lesson4.html
2	1	3	5	17		Y40018_TRS_V1_G2_U1_W3_D5_L17_new.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week3/day5/lesson17.html
2	1	3	1	2		Y40018_TRS_V1_G2_U1_W3_D1_L2.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week3/day1/lesson2.html
2	1	1	1	3		Y40018_TRS_V1_G2_U1_W1_D1_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week1/day1/lesson3.html
1	1	2	1	3		Y40013_TRS_V1_G1_U1_W2_D1_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week2/day1/lesson3.html
K	1	2	2	4		Y49455_TRS_V1_GK_U1_W2_D2_L4.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week2/day2/lesson4.html
2	1	1	3	12		Y40018_TRS_V1_G2_U1_W1_D3_L12.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week1/day3/lesson12.html
K	1	3	4	4		Y49455_TRS_V1_GK_U1_W3_D4_L4.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week3/day4/lesson4.html
K	1	2	3	5		Y49455_TRS_V1_GK_U1_W2_D3_L5.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week2/day3/lesson5.html
1	1	3	4	4		Y49509_TRS_V1_G1_U1_W3_D4_L4.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week3/day4/lesson4.html
2	1	3	3	10		Y40018_TRS_V1_G2_U1_W3_D3_L10.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week3/day3/lesson10.html
2	1	2	5	16		Y49514_TRS_V1_G2_U1_W2_D5_L16.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week2/day5/lesson16.html
2	1	1	5	19		Y40018_TRS_V1_G2_U1_W1_D5_L19.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week1/day5/lesson19.html
K	1	1	5	3		Y49455_TRS_V1_GK_U1_W1_D5_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week1/day5/lesson3.html
2	1	2	2	7		Y40018_TRS_V1_G2_U1_W2_D2_L7.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week2/day2/lesson7.html
2	1	1	5	18		Y40018_TRS_V1_G2_U1_W1_D5_L18.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week1/day5/lesson18.html
1	1	1	5	3		Y40013_TRS_V1_G1_U1_W1_D5_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week1/day5/lesson3.html
1	1	1	4	3		Y49509_TRS_V1_G1_U1_W1_D4_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week1/day4/lesson3.html
2	1	1	2	8		Y40018_TRS_V1_G2_U1_W1_D2_L8.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advasnce 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week1/day2/lesson8.html
K	1	1	4	3		Y49455_TRS_V1_GK_U1_W1_D4_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week1/day4/lesson3.html
K	1	1	1	5		Y40008_TRS_V1_GK_U1_W1_D1_L5.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week1/day1/lesson5.html
K	1	2	3	4		Y49455_TRS_V1_GK_U1_W2_D3_L4.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week2/day3/lesson4.html
1	1	2	3	5		Y40013_TRS_V1_G1_U1_W2_D3_L5.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week2/day3/lesson5.html
1	1	2	3	4		Y49509_TRS_V1_G1_U1_W2_D3_L4.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week2/day3/lesson4.html
1	1	2	2	4		Y40013_TRS_V1_G1_U1_W2_D2_L4.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week2/day2/lesson4.html
1	1	2	4	3		Y49509_TRS_V1_G1_U1_W2_D4_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week2/day4/lesson3.html
2	1	2	3	9		Y40018_TRS_V1_G2_U1_W2_D3_L9.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week2/day3/lesson9.html
1	1	3	1	4		Y40013_TRS_V1_G1_U1_W3_D1_L4.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week3/day1/lesson4.html
K	1	3	2	3		Y49455_TRS_V1_GK_U1_W3_D2_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week3/day2/lesson3.html
2	1	2	1	2		Y40018_TRS_V1_G2_U1_W2_D1_L2.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week2/day1/lesson2.html
1	1	1	2	4		Y40013_TRS_V1_G1_U1_W1_D2_L4.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week1/day2/lesson4.html
1	1	1	3	5		Y40013_TRS_V1_G1_U1_W1_D3_L5.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week1/day3/lesson5.html
1	1	1	3	4		Y49509_TRS_V1_G1_U1_W1_D3_L4.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week1/day3/lesson4.html
K	1	1	3	4		Y49455_TRS_V1_GK_U1_W1_D3_L4.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week1/day3/lesson4.html
K	1	1	3	5		Y49455_TRS_V1_GK_U1_W1_D3_L5.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week1/day3/lesson5.html
2	1	3	4	14	UPDATED	Y40018_TRS_V1_G2_U1_W3_D4_L14_new.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week3/day4/lesson14.html
2	1	2	1	3		Y40018_TRS_V1_G2_U1_W2_D1_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week2/day1/lesson3.html
K	1	1	2	4		Y49455_TRS_V1_GK_U1_W1_D2_L4.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week1/day2/lesson4.html
K	1	2	5	3		Y49455_TRS_V1_GK_U1_W2_D5_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week2/day5/lesson3.html
1	1	3	2	3		Y40013_TRS_V1_G1_U1_W3_D2_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week3/day2/lesson3.html
K	1	3	1	4		Y49455_TRS_V1_GK_U1_W3_D1_L4.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week3/day1/lesson4.html
1	1	2	5	3		Y49509_TRS_V1_G1_U1_W2_D5_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week2/day5/lesson3.html
K	1	2	3	3	UPDATED	Y40008_TRS_V1_GK_U1_W2_D3_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week2/day3/lesson3.html
2	1	3	2	7		Y40018_TRS_V1_G2_U1_W3_D2_L7.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week3/day2/lesson7.html
1	1	1	1	5		Y49509_TRS_V1_G1_U1_W1_D1_L5.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week1/day1/lesson5.html
K	1	1	2	3		Y49455_TRS_V1_GK_U1_W1_D2_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week1/day2/lesson3.html
1	1	1	1	4		Y40013_TRS_V1_G1_U1_W1_D1_L4.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week1/day1/lesson4.html
2	1	2	3	11		Y40018_TRS_V1_G2_U1_W2_D3_L11.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week2/day3/lesson11.html
K	1	2	1	3		Y40008_TRS_V1_GK_U1_W2_D1_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week2/day1/lesson3.html
1	1	3	3	4		Y49509_TRS_V1_G1_U1_W3_D3_L4.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week3/day3/lesson4.html
2	1	1	4	16	UPDATED	Y40018_TRS_V1_G2_U1_W1_D4_L16_new.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week1/day4/lesson16.html
K	1	3	3	4		Y49455_TRS_V1_GK_U1_W3_D3_L4.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week3/day3/lesson4.html
1	1	2	4	4		Y40013_TRS_V1_G1_U1_W2_D4_L4.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week2/day4/lesson4.html
1	1	2	5	4		Y40013_TRS_V1_G1_U1_W2_D5_L4_NEW.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week2/day5/lesson4.html
1	1	3	2	4		Y40013_TRS_V1_G1_U1_W3_D2_L4.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week3/day2/lesson4.html
K	1	3	1	3		Y49455_TRS_V1_GK_U1_W3_D1_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week3/day1/lesson3.html
2	1	1	4	14		Y49514_TRS_V1_G2_U1_W1_D4_L14.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week1/day4/lesson14.html
2	1	3	4	12		Y40018_TRS_V1_G2_U1_W3_D4_L12.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week3/day4/lesson12.html
1	1	3	1	3		Y40013_TRS_V1_G1_U1_W3_D1_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week3/day1/lesson3.html
K	1	3	2	4		Y49455_TRS_V1_GK_U1_W3_D2_L4.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week3/day2/lesson4.html
K	1	3	3	5		Y49455_TRS_V1_GK_U1_W3_D3_L5.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week3/day3/lesson5.html
1	1	3	3	5		Y49509_TRS_V1_G1_U1_W3_D3_L5.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week3/day3/lesson5.html
K	1	2	4	4		Y49455_TRS_V1_GK_U1_W2_D4_L4.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week2/day4/lesson4.html
2	1	2	4	13		Y49514_TRS_V1_G2_U1_W2_D4_L13.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week2/day4/lesson13.html
2	1	2	5	17		Y40018_TRS_V1_G2_U1_W2_D5_L17.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week2/day5/lesson17.html
K	1	1	1	4		Y49455_TRS_V1_GK_U1_W1_D1_L4.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83463/html/gradek/unit1/week1/day1/lesson4.html
1	1	1	2	3		Y40013_TRS_V1_G1_U1_W1_D2_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83473/html/grade1/unit1/week1/day2/lesson3.html
2	1	3	2	6		Y40018_TRS_V1_G2_U1_W3_D2_L6.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83483/html/grade2/unit1/week3/day2/lesson6.html
6	2	3	X	9		Y49534_TRS_V1_G6_U2_W3_L9.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u2/X83524/html/grade6/unit2/week3/lesson9.html
5	1	2	X	8		Y40033_TRS_V1_G5_U1_W2_L8.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83513/html/grade5/unit1/week2/lesson8.html
3	2	1	X	8		Y40023_TRS_V1_G3_U2_W1_L8.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u2/X83494/html/grade3/unit2/week1/lesson8.html
4	2	2	X	12	UPDATED	Y49524_TRS_V1_G4_U2_W2_L12.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u2/X83504/html/grade4/unit2/week2/lesson12.html
6	1	2	X	11		Y49534_TRS_V1_G6_U1_W2_L11.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83523/html/grade6/unit1/week2/lesson11.html
5	1	1	X	5		Y49529_TRS_V1_G5_U1_W1_L5.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83513/html/grade5/unit1/week1/lesson5.html
5	1	3	X	13		Y40033_TRS_V1_G5_U1_W3_L13_new.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83513/html/grade5/unit1/week3/lesson13.html
4	1	1	X	11		Y40028_TRS_V1_G4_U1_W1_L11.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83503/html/grade4/unit1/week1/lesson11.html
4	2	2	X	13	UPDATED	Y40028_TRS_V1_G4_U2_W2_L13.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u2/X83504/html/grade4/unit2/week2/lesson13.html
3	1	2	X	11		Y40023_TRS_V1_G3_U1_W2_L11.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83493/html/grade3/unit1/week2/lesson11.html
5	2	1	X	11		Y49529_TRS_V1_G5_U2_W1_L11.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u2/X83514/html/grade5/unit2/week1/lesson11.html
6	2	2	X	8		Y49534_TRS_V1_G6_U2_W2_L8.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u2/X83524/html/grade6/unit2/week2/lesson8.html
6	1	3	X	6		Y49534_TRS_V1_G6_U1_W3_L6.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83523/html/grade6/unit1/week3/lesson6.html
5	1	3	X	2		Y49529_TRS_V1_G5_U1_W3_L2.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83513/html/grade5/unit1/week3/lesson2.html
6	2	3	X	5		Y49534_TRS_V1_G6_U2_W3_L5.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u2/X83524/html/grade6/unit2/week3/lesson5.html
4	1	2	X	2		Y49524_TRS_V1_G4_U1_W2_L2.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83503/html/grade4/unit1/week2/lesson2.html
3	2	2	X	2		Y40023_TRS_V1_G3_U2_W2_L2.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u2/X83494/html/grade3/unit2/week2/lesson2.html
5	1	2	X	13		Y40033_TRS_V1_G5_U1_W2_L13.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83513/html/grade5/unit1/week2/lesson13.html
3	2	2	X	10		Y49519_TRS_V1_G3_U2_W2_L10.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u2/X83494/html/grade3/unit2/week2/lesson10.html
6	1	1	X	14		Y49534_TRS_V1_G6_U1_W1_L14.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83523/html/grade6/unit1/week1/lesson14.html
5	1	1	X	2		Y40033_TRS_V1_G5_U1_W1_L2.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83513/html/grade5/unit1/week1/lesson2.html
5	2	3	X	14		Y49529_TRS_V1_G5_U2_W3_L14.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u2/X83514/html/grade5/unit2/week3/lesson14.html
5	2	1	X	6		Y49529_TRS_V1_G5_U2_W1_L6.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u2/X83514/html/grade5/unit2/week1/lesson6.html
6	2	1	X	2		Y49534_TRS_V1_G6_U2_W1_L2.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u2/X83524/html/grade6/unit2/week1/lesson2.html
3	2	3	X	6		Y49519_TRS_V1_G3_U2_W3_L6.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u2/X83494/html/grade3/unit2/week3/lesson6.html
3	1	1	X	14		Y40023_TRS_V1_G3_U1_W1_L14.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83493/html/grade3/unit1/week1/lesson14.html
3	1	2	X	8		Y49519_TRS_V1_G3_U1_W2_L8.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83493/html/grade3/unit1/week2/lesson8.html
4	2	1	X	8	UPDATED	Y40028_TRS_V1_G4_U2_W1_L8.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u2/X83504/html/grade4/unit2/week1/lesson8.html
4	1	3	X	2		Y49524_TRS_V1_G4_U1_W3_L2.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83503/html/grade4/unit1/week3/lesson2.html
6	1	3	X	11		Y49534_TRS_V1_G6_U1_W3_L11_new.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83523/html/grade6/unit1/week3/lesson11.html
6	2	2	X	5		Y49534_TRS_V1_G6_U2_W2_L5.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u2/X83524/html/grade6/unit2/week2/lesson5.html
6	2	1	X	3		Y49534_TRS_V1_G6_U2_W1_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u2/X83524/html/grade6/unit2/week1/lesson3.html
4	1	3	X	14		Y49524_TRS_V1_G4_U1_W3_L14.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83503/html/grade4/unit1/week3/lesson14.html
5	1	1	X	3		Y40033_TRS_V1_G5_U1_W1_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83513/html/grade5/unit1/week1/lesson3.html
3	2	2	X	6		Y49519_TRS_V1_G3_U2_W2_L6.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u2/X83494/html/grade3/unit2/week2/lesson6.html
3	2	2	X	11		Y49519_TRS_V1_G3_U2_W2_L11.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u2/X83494/html/grade3/unit2/week2/lesson11.html
3	2	2	X	3		Y40023_TRS_V1_G3_U2_W2_L3.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u2/X83494/html/grade3/unit2/week2/lesson3.html
4	1	1	X	6		Y40028_TRS_V1_G4_U1_W1_L6.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u1/X83503/html/grade4/unit1/week1/lesson6.html
3	2	1	X	5		Y40023_TRS_V1_G3_U2_W1_L5.indd	/Volumes/BEC/23 HTML eBooks/Benchmark Advance 2/National_2_5/iTRS/u2/X83494/html/grade3/unit2/week1/lesson5.html
